"","Date","Station","Total Rides","Usertype","Gender","Temp_Max","Temp_Avg","Temp_Min","Dew_Max","Dew_Avg","Dew_Min","Hum_Max","Hum_Avg","Hum_Min","Wind_Max","Wind_Avg","Wind_Min","Pressure_Max","Pressure_Avg","Pressure_Min","Precipitation_Total","is_weekend","is_holiday"
"1","2018-10-01","5 Corners Library",10,"Subscriber",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"2","2018-10-01","Columbus Drive",32,"Subscriber",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"3","2018-10-01","Essex Light Rail",31,"Subscriber",2,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"4","2018-10-01","JC Medical Center",26,"Customer",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"5","2018-10-01","Grand St",20,"Subscriber",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"6","2018-10-01","Jersey & 3rd",38,"Subscriber",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"7","2018-10-01","Union St",5,"Subscriber",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"8","2018-10-01","Leonard Gordon Park",13,"Subscriber",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"9","2018-10-01","York St",15,"Subscriber",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"10","2018-10-01","Bergen Ave",12,"Subscriber",2,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"11","2018-10-01","Marin Light Rail",36,"Customer",0,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"12","2018-10-01","Morris Canal",37,"Subscriber",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"13","2018-10-01","Liberty Light Rail",28,"Subscriber",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"14","2018-10-01","Oakland Ave",17,"Subscriber",2,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"15","2018-10-01","Journal Square",31,"Subscriber",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"16","2018-10-01","Sip Ave",63,"Subscriber",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"17","2018-10-01","Lincoln Park",12,"Subscriber",2,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"18","2018-10-01","Washington St",43,"Subscriber",2,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"19","2018-10-01","Lafayette Park",14,"Subscriber",2,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"20","2018-10-01","Communipaw & Berry Lane",3,"Subscriber",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"21","2018-10-01","Manila & 1st",41,"Subscriber",1,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
"22","2018-10-01","Christ Hospital",8,"Subscriber",0,77,69.5,60,67,62.7,57,93,79.8,64,12,6,0,30.3,30.3,30.2,0,0,0
