"","Date","Station","Total Rides","Usertype","Gender","Temp_Max","Temp_Avg","Temp_Min","Dew_Max","Dew_Avg","Dew_Min","Hum_Max","Hum_Avg","Hum_Min","Wind_Max","Wind_Avg","Wind_Min","Pressure_Max","Pressure_Avg","Pressure_Min","Precipitation_Total","is_weekend","is_holiday"
"63","2018-10-02","Lexington Ave & E 63 St",117,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"64","2018-10-02","E 72 St & Park Ave",56,"Subscriber",2,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"65","2018-10-02","E 103 St & Lexington Ave",44,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"66","2018-10-02","Central Park West & W 102 St",42,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"67","2018-10-02","Central Park West & W 68 St",172,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"68","2018-10-02","E 67 St & Park Ave",56,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"69","2018-10-02","E 106 St & Madison Ave",27,"Subscriber",2,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"70","2018-10-02","E 98 St & Park Ave",17,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"71","2018-10-02","W 106 St & Central Park West",51,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"72","2018-10-02","E 97 St & Madison Ave",82,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"73","2018-10-02","E 66 St & Madison Ave",27,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
"74","2018-10-02","Madison Ave & E 99 St",52,"Subscriber",1,78,71.3,66,68,64.7,62,94,80,62,17,9.2,0,30.2,30.1,29.9,0,0,0
